Hãng Sản Xuất,Độ Dày,Trọng Lượng,khoi_luong,CPU,RAM,Bộ Nhớ,HDD,SSD,GPU,Dung Lượng Pin,Hệ Điều Hành,Mạng WiFi,Bluetooth,Âm Thanh,Bảo Mật,Đọc Thẻ,Mạng LAN,Bàn Phím,Màu Sắc,Chất Liệu,Cổng Giao Tiếp,Khe Cắm,Màn Hình,Phụ Kiện Đi Kèm,Khả Năng Nâng Cấp,Ổ Đĩa Quang,Đèn Led,Nguồn,Tính Năng Khác,Tên Sản Phẩm,Giá Bán,Loại Sản Phẩm,Mẫu Mã,Số Cổng Lưu Trữ Tối Đa,Kết Nối,Webcam,Camera,Kết Nối Không Dây,Giao Tiếp Mạng,NPU,Cổng IO,Cổng Xuất Hình,Loa,Năm Sản Xuất,Thiết Kế Chất Liệu Vỏ,Hệ Điều Hành Bản Quyền Đi Kèm,Phần Mềm Có Sẵn,Card Mở Rộng,Unnamed 161,Mãy Tính Xách Tay
HP,36.02 x 23.4 x 1.8 cm,"1,69 Kg",,"Intel Core i7  - 1355U up to 5.0Ghz, 12MB",,16GB (1 khe 8 GB + 1 khe 8 GB) DDR4 3200MHz,,,NVIDIA® GeForce® MX550,"3-cell, 41 Wh Li-ion",Windows 11 Home,,,2 Loa,,,,,,,"2 x USB 3.2 Gen 1 Type-A
1 x USB 3.2 Gen 2 Type-C (USB Power Delivery, DisplayPort, HP Sleep & Charge)
1 x HDMI
1 x Headphone/ Microphone combo audio jack",,"15.6 inch FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",,,"SSD 512GB PCIe NVMe, 1 khe (có thể tháo ra nâng cấp lên đến 1TB)",,,,Laptop HP Pavilion 15-eg3035TX 8U6L7PA Vàng,23590000.0,Máy tính xách tay,HP Pavilion 15-eg3035TX 8U6L7PA,,"WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.3",HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,,,,,,,,,,,,,,
HP,359.8 mm  x 236 mm x 1.86 cm,1.59 kg,,"Intel Core i7  - 1355U up to 5.0Ghz, 12MB",,16GB (1 khe 8 GB + 1 khe 8 GB) DDR4 3200MHz,,,Intel Iris Xe,"3-cell, 41 Wh Li-ion",Windows 11 Home,,,2 Loa,,,,,,,"Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)",,"15.6 inch FHD 250nits,60Hz, 62.5% sRGB",,,"SSD 512GB PCIe NVMe, 1 khe (có thể tháo ra nâng cấp lên đến 1TB)",,,,Laptop HP 15-fd0015TU A19C5PA Vàng,19850000.0,Máy tính xách tay,HP 15-fd0015TU A19C5PA,,"WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.3",HD camera,,,,,,,,,,,,,,
HP,36.02 x 23.4 x 1.8 cm,1.81 kg,,"Intel® Core™ i5-13420H (2.10GHz up to 4.60GHz, 12MB Cache)",,16GB (8GB Soldered + 8GB SO-DIMM) DDR4-3200MHz (Up to 40GB),,,Intel® UHD Graphics,47Wh,Windows 11 Home,,,2 Loa,,,,,,,"1 x USB 2.0
1 x USB 3.2 Gen 1 (Always On)
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x HDMI® 2.1, up to 4K/60Hz
1 x Ethernet (RJ-45)
1 x Headphone / microphone combo jack (3.5mm)",,"16.0inch WUXGA (1920x1200) IPS, 300nits, Anti-glare, 45% NTSC",,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,,Laptop Lenovo ThinkPad E16 Gen 1 21JN00GKVA Đen,19490000.0,Máy tính xách tay,Lenovo ThinkPad E16 Gen 1 21JN00GKVA,,"WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.1",FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,,,
Hp,31.33 x 21.89 x 1.69 cm,"1,39 Kg",,Ryzen 5 8640HS 3.5Ghz,,1TB SSD,,,Vga AMD Radeon Graphics,3 cell,Windows 11 Home,Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,,,,,Bạc,,"1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 HDMI 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",,"14.0inch 2.8K OLED Touch, màn hình cảm ứng, 120Hz, xoay 360 độ,",,,,,,,Laptop HP Envy x360 14-fa0049AU A19BRPA Bạc,28990000.0,Máy tính xách tay,HP Envy x360 14-fa0049AU A19BRPA,,,Có,,,,,,,,,,,,,,
Hp,31.33 x 21.89 x 1.69 cm,"1,39 Kg",,Ultra 5 125U 1.3GHz,,512Gb SSD,,,VGA onboard - Intel Iris Xe Graphics,3 cell,Windows 11 Home,Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,,,,,xanh,,"1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 HDMI 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",,"14.0inch 2.8K OLED Touch, màn hình cảm ứng, 120Hz, xoay 360 độ,",,,,,,,Laptop HP Envy x360 14-fc0093TU A19C3PA Xanh,27790000.0,Máy tính xách tay,HP Envy x360 14-fc0093TU A19C3PA,,,Có,,,,,,,,,,,,,,
Hp,31.33 x 21.89 x 1.69 cm,"1,39 Kg",,Ultra 5 125U 1.3GHz,,512Gb SSD,,,VGA onboard - Intel Iris Xe Graphics,3 cell,Windows 11 Home,Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,,,,,Bạc,,"1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 1 USB Type-A 10Gbps signaling rate; 1 HDMI 2.1; 1 headphone/microphone combo; 1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge); 1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",,"14.0inch 2.8K OLED Touch, màn hình cảm ứng, 120Hz, xoay 360 độ,",,,,,,,Laptop HP Envy x360 14-fc0094TU A19C4PA Bạc,26890000.0,Máy tính xách tay,HP Envy x360 14-fc0094TU A19C4PA,,,Có,,,,,,,,,,,,,,
Hp,6.9 x 48.3 x 30.5 cm,1.58 kg,,"AMD Ryzen™ 7-5800U (1.9GHz upto 4.4GHz, 16MB)",,512GB PCIe® NVMe™ M.2 SSD,,,AMD Radeon™ Graphics,"3 cell 43 Wh , Pin liền",Windows 11 Home,Realtek Wi-Fi 6 (2x2),Bluetooth® 5.2,,,,,,Bạc,,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)
2 SuperSpeed USB Type-A 5Gbps signaling rate
1 HDMI 2.0
1 headphone/microphone combo",,"13.3 inch WUXGA (1920 x 1200), IPS, micro-edge, anti-glare, 400 nits, 100% sRGB",,,,,,,Laptop HP Pavilion Aero 13-be0229AU 64U91PA Bạc,21990000.0,Máy tính xách tay,Pavilion Aero 13-be0229AU 64U91PA,,,HP Imagepad with multi-touch gesture support; Precision Touchpad Support,,,,,,,,,,,,,,
Lenovo,,,1.65 kg,"Intel® Core™ i5-13420H (2.10GHz up to 4.60GHz, 12MB Cache)",,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,Intel® UHD Graphics,2Cell 38WHrs,Windows® 11 Home,Intel® Wi-Fi® 11ac 2x2,Bluetooth 5.1,,,,,,,,"1 x USB 2.0
1 x USB 3.2 Gen 1
1 x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.2)
1 x HDMI® 1.4b
1 x Ethernet (RJ-45)
1 x Headphone / microphone combo jack (3.5mm)
1 x Power connector",,"15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo V15 G4 IRU 83A100FYVN Xám,15090000.0,,Lenovo V15 G4 IRU 83A100FYVN,,,HD 720p with Privacy Shutter,,,,,,,,,,,,,,
Lenovo,,,2.4 kg,,,512GB SSD M.2 NVMe,,,NVIDIA® GeForce RTX 3050 6GB GDDR6,"4 cell 60 Wh , Pin liền",Windows 11 Home SL,,,,,,,,Xám,,"1 x USB Type C / DisplayPort / Power Delivery , 3 x USB 3.2 , Audio combo , LAN 1 Gb/s",,"15.6"" ( 1920 x 1080 ) Full HD IPS 144Hz , không cảm ứng , Màn hình chống lóa , HD webcam",,,,,,,Laptop Lenovo LOQ 15ARP9 - 83JC007JVN Xám,22590000.0,,LOQ 15ARP9 - 83JC007JVN,,,,,,,,,,,,,,,,,
Lenovo,,,1.17 kg,"Intel Core Ultra 5 125H (14C / 18T, up to 4.5GHz, 18MB)",,16GB Soldered LPDDR5x-6400 (not upgradable),,,Integrated Intel® Arc™ Graphics,"3 Cell, 54.7Wh",NoOS,,,,,,,,Đen,,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
2x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)",,"13.3"" WUXGA (1920x1200) IPS 300nits Anti-glare, 100% sRGB",,,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0,,,,Laptop Lenovo ThinkPad X13 Gen 5 21LU004FVA Đen,29490000.0,,ThinkPad X13 Gen 5 21LU004FVA Đen,,,5.0MP + IR Discrete with Privacy Shutter,,"Intel® Wi-Fi® 7 BE200, 11be 2x2 + Bluetooth 5.3",,,,,,,,,,,,
Lenovo,,,,Cpu i7-1355U 1.7 GHz Up to 5.0 GHz 10 Cores 12 Threads 12Mb Cache,"16GB( 2x8gb) DDR5 5200, hỗ trợ nâng cấp tối đa 64GB",512GB SSD  M.2 NVMe PCIe 2242,,,Iris Xe Graphics,Integrated 60Wh,Win 11,,,,Nhận dạng vân tay,,100/1000M,,,,"1x Ethernet (RJ-45)
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x SD card reader
1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)",,"14 inch WUXGA IPS 300nits Anti-glare, 45% NTSC",,,,,,,Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BQVN Xám,19990000.0,Máy tính xách tay,ThinkBook 14 G6 IRL 21KG00BQVN,,,Có,,"Wi-Fi 6E 11ax, 2x2 + BT5.1",,,,,,,,,,,,
Lenovo,,,,"Intel Core i7 1355U P-core 1.7Ghz up to 5.0GHz, E-core 1.2Ghz up to 3.7GHz, 12MB","16GB DDR5 5200Mhz (2 x 8GB), 2 khe cắm Ram, hỗ trợ tối đa 64GB",512GB SSD M.2 2280 PCIe 4.0x4 NVMe,,,Iris Xe Graphics,71Wh,Win 11,,5.3,,,,100/1000M (RJ-45),,,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x HDMI 2.1, up to 4K/60Hz, 1 x Headphone / microphone combo jack (3.5mm), 1 x Ethernet (RJ-45), 1 x SD card reader",,"16 inch WUXGA (1920x1200), IPS, 300nits Anti-glare, 100% sRGB",,,N/a,,,,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00BYVN Xám,21990000.0,Máy tính xách tay,ThinkBook 16 G6 IRL 21KH00BYVN,,,FHD 1080p with Privacy Shutter,,,,,,,,,,,,,,
Asus,,1.64 kg,,"Intel® Core™ i5-13500H (2.60GHz up to 4.70GHz, 18MB Cache)",,512GB M.2 NVMe™ PCIe® 3.0 SSD,,,Intel® Iris® Xe Graphics,"3Cell 50WHrs, 3S1P",Windows 11 Home,,,,,,,,Đen,,"1 x USB 2.0 Type-A
1 x USB 3.2 Gen 1 Type-C support power delivery
2 x USB 3.2 Gen 1 Type-A
1 x HDMI 1.4
1 x 3.5mm Combo Audio Jack
1 x DC-in",,"15.6inch 2.8K (2880x1620) 16:9, OLED, 0.2ms, 120Hz, 600nits HDR peak brightness, 100% DCI-P3, VESA CERTIFIED Display HDR True Black 600, PANTONE Validated, Glossy display, TÜV Rheinland-certified",,,không,,,,Laptop Asus Vivobook 15 OLED A1505VA-MA468W Đen,17790000.0,Máy tính xách tay,Vivobook 15 OLED A1505VA-MA468W,,"Wi-Fi 6E(802.11ax) (Dual band) 1*1 , Bluetooth 5.0",720p HD camera With privacy shutter,,,,,,,,,,,,,,
,,,1.80 kg,,,512GB M.2 NVMe™ PCIe® 4.0 SSD,,,NVIDIA® GeForce® RTX 2050 4GB GDDR6,3 cell 50 Wh,Windows 11 Home,Wi-Fi 6E(802.11ax) (Dual band) 2*2 +  bluetooth v5.3,,2 Loa,,,,Keyboard Laptop + Touchpad,,,"1x USB 3.2 Gen 1 Type-C support power delivery
2x USB 3.2 Gen 1 Type-A
1x HDMI 2.1 TMDS
1x 3.5mm Combo Audio Jack
1x DC-in
SD 4.0 card reader",,"16inch QHD+ (2560 x 1600) 16:10 IPS, 240Hz, 3ms, 100% DCI-P3, Anti-Glare, G-Sync, đạt chuẩn Pantone, ROG Nebula Display",,,,,,,Laptop Asus Gaming Vivobook K3605ZF-RP634W Đen,17390000.0,,Vivobook K3605ZF-RP634W,,,720p HD camera ; With privacy shutter,,,,,,,,,,,,,,
Acer,362.3 (W) x 239.89 (D) x 22.9/26.9 (H) mm,2.1 kg,,"Intel Core i5-13420H (up to 4.60 GHz, 8 nhân, 12 luồng, 12MB)",,512GB PCIe NVMe SSD (nâng cấp tối đa 2 TB SSD),,,NVIDIA® GeForce RTX™ 3050 with 6GB,4 Cell 57WHr,Windows 11 Home,,,2 Loa,,,,,,,"1 x USB Type-C™ port supporting:
• USB 3.2 Gen 2 (up to 10 Gbps)
• DisplayPort over USB-C
• Thunderbolt™ 4
• USB charging 5 V; 3 A
• DC-in port 20 V; 65 W
3 x USB Standard-A ports, supporting:
• One port for USB 3.2 Gen 1 featuring power off USB charging
• Two ports for USB 3.2 Gen 1
1 x HDMI® 2.1 port with HDCP support
1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in
microphone
1 x Ethernet (RJ-45) port
1 x DC-in jack for AC adapter",,"15.6 inch FHD (1920 x 1080) IPS 144Hz SlimBezel, Acer ComfyView",,,Không có,,,,Laptop Acer Gaming Nitro V ANV15-51-53DM,22990000.0,Máy tính xách tay,Acer Gaming Nitro V ANV15-51-53DM (NH.QN9SV.007),,"WLAN
• 802.11a/b/g/n/ac+ax wireless LAN
• Dual Band (2.4 GHz and 5 GHz)
• 2x2 MU-MIMO technology
• Supports Bluetooth 5.1 or above
LAN
• Gigabit Ethernet","Video conferencing
UFC with
• T-Type HD camera
• Compatible with Windows only
• 1280 x 720 resolution
• 720p HD video at 30 fps with Temporal Noise Reduction
• Blue Glass lens
• Dual Mic (33 mm + 33 mm)
• 78 x 3.2 (5.2) x 3 mm",,,,,,,,,,,,,,
Lenovo,,1.46 kg,,"Intel Core i5-13500H (upto 4.70 GHz, 18MB)",16GB Soldered LPDDR5-5200,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe,,,Integrated Intel® Iris® Xe Graphics,56.6Wh,Windows® 11 Home,,,,,,,,,,"1x HDMI® 1.4b
1x Headphone / microphone combo jack (3.5mm)
1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)
1x microSD card reader
2x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)",,"14"" WUXGA (1920x1200) OLED 400nits Glossy, 100% DCI-P3, TÜV Low Blue Light, DisplayHDR™ True Black 500",,,,,,,"Laptop Lenovo IdeaPad Slim 5 14IRL8 82XD008LVN Xám Cpu i5-13500H, Ram 16GB, SSD 1 TB, Vga Intel Iris Xe, 14 inch WUXGA OLED, Win 11SL, 3Y)",18890000.0,Máy tính xách tay,IdeaPad Slim 5 14IRL8 82XD008LVN,,"Wi-Fi® 6, 11ax 2x2, Bluetooth 5.1","FHD 1080p + IR with Privacy Shutter, ToF Sensor",,,,,,,,,,,,,,
Lenovo,,,1.25 kg,Core i7 1355U 1.7GHz,,32Gb (Onboard) DDR5 4800,,,Intel Iris Xe Graphics,Integrated 57Wh,,,,,Nhận dạng vân tay,,,,đen,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)
2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 2.0)
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)",,14.0inch 2.2K,,,512Gb SSD,,,,Laptop Lenovo ThinkPad T14S GEN 4 21F6009SVA Đen,28900000.0,,ThinkPad T14S GEN 4 21F6009SVA,,,Có,,"Intel® Wi-Fi® 6E AX211, 11ax 2x2+ Bluetooth 5.1",,,,,,,,,,,,
Dell,,,,Intel Core 7 150U 1.7GHz,16Gb (2x8Gb) DDR5 5200,1TB M.2 PCIe NVMe,,,Intel UHD Graphics,4Cell 54WHrs,,,Bluetooth 5,,,,,,Xanh,,"2 USB 3.2 Gen 1 (5 Gbps) ports
1 USB 3.2 Gen 2 (10 Gbps) Type-C®port with DisplayPort™ 1.4 and PowerDelivery
1 headset (headphone and microphone combo) port
1 HDMI 1.4 port*
1 power-adapter port",,16.0Inch FHD+ WVA 250nits 16:10,,,,,,,Laptop Dell Inspiron 16 5640 N5640-C7U161W11IBU Ice Blue,25990000.0,,Dell Inspiron 16 5640 N5640-C7U161W11IBU,,,"1080p at 30 fps FHD camera, Dual-array microphones, built-in camera shutter",,,,,,,,,,,,,,
Dell,,,,,"8GB DDR5 4266Mhz , nâng cấp tối đa 64GB",512GB SSD M.2 PCIe NVMe,,,Intel UHD Graphics,3 Cell - 41Wh,Windows 11 Home,"Realtek Wi-Fi 6 RTL8851BE, 1x1, 802.11ax, MU-MIMO",Bluetooth,,,,,,Xanh,,"2 x USB 3.2 Gen 1 (5 Gbps)
1 x USB 3.2 Gen 1 (5 Gbps) Type-C
1 HDMI 
1 headset (headphone and microphone combo) port",,"14"" ( 1920 x 1200 ) WUXGA WVA không cảm ứng , Màn hình chống lóa , FHD webcam",,,,,,,Laptop Dell Inspiron 14 5440 N5440-i5U085W11IBU Xanh,19290000.0,Máy tính xách tay,Inspiron 14 5440 N5440-i5U085W11IBU,,,Full HD Webcam,,,,,,,,,,,,,,
,,,2.5 kg,,,1TB PCIe® 4.0 NVMe™ M.2 SSD,,,NVIDIA® GeForce RTX™ 4070 8GB GDDR6,"90WHrs, 4S1P, 4 cell Li-ion",Windows 11 Home,"WiFi6E(802.11ax) (Triple band) 2*2, bluetooth v5.3",,"AI noise-canceling technology
Dolby Atmos
Hi-Res certification
Smart Amp Technology
Hỗ trợ Microsoft Cortana near field/Far field","Tính năng bảo vệ mật khẩu admin BIOS và mật khẩu người dùng
Trusted Platform Module (Firmware TPM)",,,Keyboard Laptop + Touchpad,,,"1x RJ45 LAN port
1x Thunderbolt™ 4 support DisplayPort™
1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC
2x USB 3.2 Gen 2 Type-A",,"16inch QHD+ (2560 x 1600) 16:10 IPS, 240Hz, 3ms, 100% DCI-P3, Anti-Glare, G-Sync, đạt chuẩn Pantone, ROG Nebula Display",,,,,"ø6.0, Bộ đổi nguồn AC 280W, Đầu ra: 20V DC, 14A, 280W, Đầu vào: 100~240C AC 50/60Hz phổ thông",,Laptop Asus ROG Strix G16 G614JIR-N4046W Xám,59900000.0,,Strix G16 G614JIR-N4046W,,,720P HD camera,,,,,,,,,,,"Armoury Crate
McAfee® dùng thử 30 ngày",,,
,,,2.5 kg,,,1TB PCIe® 4.0 NVMe™ M.2 SSD,,,NVIDIA® GeForce RTX™ 4060 8GB GDDR6,"90WHrs, 4S1P, 4 cell Li-ion",Windows 11 Home,"WiFi6E(802.11ax) (Triple band) 2*2, bluetooth v5.3",,"Công nghệ khử tiếng ồn AI Chứng nhận
Dolby Atmos
Hi-Res
Công nghệ Smart Amp
Hỗ trợ Microsoft Cortana trường gần/trường xa","Tính năng bảo vệ mật khẩu admin BIOS và mật khẩu người dùng
Trusted Platform Module (Firmware TPM)",,,Keyboard Laptop + Touchpad,,,"1x Cổng LAN RJ45
1x Thunderbolt™ 4 hỗ trợ DisplayPort™
1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort™ / cung cấp điện / G-SYNC
2x USB 3.2 Gen 2 Type-A",,"16inch QHD+ (2560 x 1600) 16:10 IPS, 240Hz, 3ms, 100% DCI-P3, Anti-Glare, G-Sync, đạt chuẩn Pantone, ROG Nebula Display",,,,,"ø6.0, Bộ đổi nguồn AC 280W, Đầu ra: 20V DC, 14A, 280W, Đầu vào: 100~240C AC 50/60Hz phổ thông",,Laptop Asus ROG Strix G16 G614JVR-N4162W Xám,47990000.0,,Asus ROG Strix G16 G614JVR-N4162W,,,720P HD camera,,,,,,,,,,,"Armoury Crate
McAfee® dùng thử 30 ngày",,,
Lenovo,,1.7 kg,,"Intel Core i5-13420H, 8C (4P + 4E) / 12T, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB",2x 8GB SO-DIMM DDR5-5200 (Up to 64GB DDR5-5200),512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,,,Integrated Intel® UHD Graphics,"3 cell, 71Wh",Win 11 Home,,,2 Loa,,,,,,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x HDMI® 2.1, up to 4K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x SD card reader",,"16"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,,N/a,,,,Laptop Lenovo ThinkBook 16 G6 IRL 21KH00Q0VN Xám,17590000.0,Máy tính xách tay,ThinkBook 16 G6 IRL 21KH00Q0VN,,"Wi-Fi® 6E, 11ax 2x2 , Bluetooth 5.5, 100/1000M (RJ-45)",FHD 1080p + IR Hybrid with Privacy Shutter,,,,,,,,,,,,1x SD card reader,,
Hp,"30,69 x 20,84 x 1,59 cm","1,22 kg",,"Intel Core i5-1335U (up to 4.6 GHz, 12 MB L3 cache, 10 nhân, 12 luồng)",,512 GB PCIe NVMe SSD,,,Intel® UHD Graphics,"3 cell 42 Wh , Pin liền",Windows 11 Home SL,,,,,,,,Bạc,,"1 x Thunderbolt 4 (hỗ trợ display/power delivery)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
LAN (RJ45)",,"13.3"" FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,,N/a,,,,Laptop HP EliteBook 630 G10 9J0B4PT Bạc,21190000.0,Máy tính xách tay,EliteBook 630 G10 9J0B4PT,,Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3,720p HD camera,,,,,,,,,,,,,,
HP,358.5 mm x 242 mm x 17.9 mm,1.69 kg,,"Intel Core 7-1255U (1.7Ghz Upto 4.7Ghz, Total Cores:10 nhân/12 Luồng)",8GB DDR4-3200 MHz RAM (2 x 4GB) up to 16GB,,,,Intel Iris Xe Graphics,41WHr,Windows 11 home SL,Wi-Fi 802.11 a/b/g/n/ac,,,,,,,Bạc,,"USB Type-C
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI",,"15.6inch FHD (1080x1920), BrightView, 250 nits",,,,,,,Laptop HP 15s-fq5147TU 7C133PA Bạc,16290000.0,,15s-fq5147TU 7C133PA,,,HD webcam,,,,,,,,,,,,,,
HP,358.5 mm x 242 mm x 17.9 mm,1.7 kg,,"Intel Core i5 Alder Lake - 1235U (up to 4.4 GHzz, 12MB)","8 GB DDR4 2 khe (1 khe 4 GB + 1 khe 4 GB) 3200 MHz, hỗ trợ tối đa 32 GB",,,,Intel Iris Xe Graphics có điều kiện khi sử dụng Dual RAM,"3-cell Li-ion, 41 Wh",Windows 11 Home SL,802.11ax Wifi 6E,,,,,,,Bạc,,"2 x USB 3.2
Jack tai nghe 3.5 mm
HDMI
USB Type-C",,"15.6 inch FHD (1920 x 1080), 60 Hz, Chống chói Anti Glare, LED Backlit, 250 nits",,,,,,,Laptop HP 15s fq5162TU 7C134PA Bạc,14690000.0,,15s fq5162TU 7C134PA,,,HD webcam,,,,,,,,,,,,,,
HP,31.33 x 21.89 x 1.69 cm,1.39 kg,,"Intel Core Ultra 7 155U (up to 4.8 GHz, 12 MB L3 cache, 12 cores, 14 threads)",32 GB,,,,Intel® Graphics,"3-cell, 59 Wh",Windows 11 Home,802.11ax Wifi 6E,,,,,,,Xanh,,"1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge)
1 USB Type-A 10Gbps signaling rate
1 HDMI 2.1
1 headphone/microphone combo
1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)
1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",,14.0inch OLED Touch,,,,,,,Laptop HP Envy X360 14-fc0083TU A19BSPA Xanh,,,Envy X360 14-fc0084TU A19BTPA,,,,,,,,,,,,,,,,,
HP,29.83 x 21.49 x 1.61 cm,1.39 kg,,"Intel Core Ultra 7 155U (up to 4.8 GHz, 12 MB L3 cache, 12 cores, 14 threads)",32 GB LPDDR5-6400 MHz RAM (onboard),,,,Intel® Graphics,"3-cell, 59 Wh",Windows 11 Home,802.11ax Wifi 6E,,,,,,,Bạc,,"1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge)
1 USB Type-A 10Gbps signaling rate
1 HDMI 2.1
1 headphone/microphone combo
1 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)
1 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1, HP Sleep and Charge)",,"14"" 2.8K (2880 x 1800), OLED, multitouch-enabled, 48-120 Hz, 0.2 ms response time, UWVA, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, SDR 400 nits, HDR 500 nits, 100% DCI-P3",,,,,,,Laptop HP Envy X360 14-fc0084TU A19BTPA Bạc,33990000.0,,Envy X360 14-fc0084TU A19BTPA,,,5MP IR camera with temporal noise reduction and integrated dual array digital,,,,,,,,,,,,,,
