Product Name,Price,Sản phẩm,Tên Hãng,Model,Bộ vi xử lý,Card đồ họa,Bộ nhớ ram,Ổ cứng,Số cổng lưu trữ tối đa,Kiểu khe M.2 hỗ trợ,Màn hình,Kết nối,Cổng giao tiếp,Webcam,Bảo mật,Hệ điều hành,Pin,Kích thước,Trọng lượng,Màu sắc/ Chất liệu,Bộ VXL,Bộ nhớ,Ổ đĩa quang,Màu sắc/ Chất liệu,Thương hiệu,Sản phẩm,CPU,RAM,VGA,Camera,Wi-Fi,Bluetooth,LOA,Màu sắc,Cổng kết nối,Wifi,Chất liệu,Kích thước,Trọng lượng,Ram,Trọng Lượng,Bộ nhớ RAM,Nhận dạng vân tay,Ổ cứng/ Ổ đĩa quang,Âm thanh,Audio,Màu sắc,Đèn LED trên máy,Hãng sản xuất,Bộ vi xử lý,Bộ nhớ Ram,Ổ đĩa cứng,Đồ họa,WiFi,bluetooth,Pin (Battery),Khối lượng,Kết nối mạng LAN,SSD,Kết nối không dây,Khe đọc thẻ nhớ,Bảo mật vân tay,Card đồ hoạ,Đọc thẻ,Ổ đĩa quang (DVD),Giao tiếp mạng,Giao tiếp mạng - Communications,Cổng giao tiếp - Port,pin,NPU,Bộ xử lý,Cổng I/O,Nguồn,OS,Lưu trữ,Wireless,LAN,Đọc thẻ - Card reader,Cổng xuất hình,Hỗ trợ nâng cấp,Khả năng nâng cấp trong tương lai,Vga,Mô tả khác,Bộ VXL,Card màn hình,Kích thước màn hình,bàn phím,Thiết kế/ Chất liệu vỏ,card đồ họa,Khả năng nâng cấp ram,PIN,Mạng,Loại card đồ họa,Vân tay,Ổ đĩa cứng - SSD,Kết nối USB,Năm sản xuất,Chất liệu sản phẩm,Ổ cứng,Đọc thẻ nhớ,WIFI,Dung lượng RAM,Công nghệ âm thanh,Bộ xử lý - CPU,Bộ nhớ trong - Ram,Đèn bàn phím,wifi,Màn hình - Monitor,Card đồ hoạ - Video,Công nghệ CPU,Finger Print,Bộ nhớ trong,Chip đồ họa,Màn hình hiển thị,Ổ đĩa cứng - HDD,Tính năng đặc biệt,Loại đèn bàn phím,Dung lượng,Ổ đĩa quang (ODD),Kiểu Pin,Hệ điều hành (bản quyền) đi kèm,Kích thước (Dài x Rộng x Cao),Màn hìn,Pin(Battery),Phụ kiện kèm theo,Màu,webcam,Bàn phím,Chuẩn WIFI,Loa,Phụ kiện,Cạc đồ họa,Loại khe M.2,Keyboard + Mouse,Khe cắm mở rộng,Hệ điều hành tương thích,Công suất bộ sạc,Thông số (Lan/Wireless),"Wi-Fi, bluetooth",Màu sắc (Colour),Bàn phím,Hãng sãn xuất,Chuẩn Lan,Bàn Phím,Bộ nguồn,Phần mềm có sẵn,Thời lượng pin,Card mở rộng,Card VGA,"Wi-Fi,",Giao tiếp,Thẻ đọc,Kiểu bàn phím,Lan,Kết nối có dây (LAN),Chuẩn LAN,Card reader,Kết nối không dây,Ổ quang,Bảo mật Vân tay,,Keyboard,Khe mở rộng,Nhận dạng Vân tay,Chuẩn Wifi,Kiểu khe M.2 hỗ tr,bảo mật,Máy tính xách tay,Tính năng khác,Phụ kiện kèm,"Wifi, bluetooth",Bluetooth®,Kiểu khe M.2 hỗ trợ`,Chuẩn Wi-Fi,Other Supports
Laptop Lenovo IdeaPad Slim 5 16IMH9 83DC001SVN Xám,25.450.000đ,,,IdeaPad Slim 5 16IMH9 83DC001SVN,,,,,,,"16.0 inch 2K (2048x1280) OLED, 400nits, Glossy, 100% DCI-P3, 120Hz, DisplayHDR™ True Black 500",,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
2 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.4
1 x HDMI® 1.4b
1 x Headphone / microphone combo jack (3.5mm)","FHD 1080p + IR with Privacy Shutter, ToF Sensor",,"Windows® 11 Home Single Language, English",,,,,,,,,,,,,,,,,,,,,,356 x 251 x 16.9 mm,,,,,,,,,,,Lenovo,"Intel® Core™ Ultra 7 155H (1.40GHz up to 4.80GHz, 24MB Cache)",32GB Soldered LPDDR5x-7467MHz,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,Intel® Arc™ Graphics,"Wi-Fi® 6E, 11ax 2x2",Bluetooth 5.2,57Wh,1.82 kg,,,,,,,,,,,,,,,,,,,,,1 x microSD Card Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Acer Swift Go 14 SFG14-73-71ZX,24.990.000đ,Máy tính xách tay,Acer,Swift Go 14 SFG14-73-71ZX (NX.KSLSV.002),,Intel Arc Graphics,,512GB PCIe NVMe SSD (nâng cấp tối đa 2TB),,,"14inch 2.8K (2880 x 1800) IPS, 400nits, 100% sRGB",Wi-Fi 7 BE +Bluetooth® 5.3,"2 x USB Type-C™ ports supporting:
• USB4® 40Gbps
• Thunderbolt™ 4
• USB charging 5V;3A
• DC-in port 20V;100W
2 x USB Standard-A ports, supporting:
• USB 3.2 Gen 1
• USB 3.2 Gen 1 featuring power off USB charging
1 x Headphone/speaker jack
1 x HDMI®2.1 port with HDCP support",1440p QHD Camera,vân tay,Windows 11 Home,3 Cell 65Wh,312.9 (W) x 217.9 (D) x 14.9 (H) mm,1.32 kg,,"Intel Core Ultra 7 155H (1.40GHz up to 4.80Ghz, 24MB Cache)",16GB LPDDR5X 6400MHz (không nâng cấp được),,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x microSD™ Card reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Acer Swift Go 14 SFG14-73-53X7,22.290.000đ,Máy tính xách tay,Acer,Swift Go 14 SFG14-73-53X7 (NX.KSLSV.001),,Intel Arc Graphics,,512GB PCIe NVMe SSD (nâng cấp tối đa 2TB),,,"14inch 2.8K (2880 x 1800) IPS, 400nits, 100% sRGB",Wi-Fi 7 BE +Bluetooth® 5.3,"2 x USB Type-C™ ports supporting:
• USB4® 40Gbps
• Thunderbolt™ 4
• USB charging 5V;3A
• DC-in port 20V;100W
2 x USB Standard-A ports, supporting:
• USB 3.2 Gen 1
• USB 3.2 Gen 1 featuring power off USB charging
1 x Headphone/speaker jack
1 x HDMI®2.1 port with HDCP support",1440p QHD Camera,vân tay,Windows 11 Home,3 Cell 65Wh,312.9 (W) x 217.9 (D) x 14.9 (H) mm,1.32 kg,,"Intel Core Ultra 5 125H (1.20GHz up to 4.50Ghz, 18MB Cache)",16GB LPDDR5X 6400MHz,,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x microSD™ Card reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad E14 Gen 5 21JK00FMVN Đen,25.990.000đ,,,ThinkPad E14 Gen 5 21JK00FMVN,,,,1TB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,"14 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",,"1x USB 2.0
1x USB 3.2 Gen 1 (Always On)
1x Thunderbolt 4
USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)
1x HDMI 1.4b
1x Ethernet (RJ-45)
1x Headphone / mic",FHD 1080p + IR Hybrid with Privacy Shutter,vân tay,Windows 11 Home,3 cell /57Wh,,,,"Intel Core i7-13700H (upto 5.00 GHz, 24MB)",32Gb (16GB onboard + 1 khe rời) DDR4 3200,,,,,,,,,"Intel® Wi-Fi® 6 AX201, 11ax 2x",Bluetooth® 5.1,,,,,,313 x 219 x 17.9 mm,,,,,,,,,,,Lenovo,,,,,,,,"1,53 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Intel® Iris® Xe Graphics,,,,,,10/100/1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP Pavilion X360 14-ek1046TU 80R24PA Bạc,15.790.000đ,Máy tính xách tay,Hp,Pavilion X360 14-ek1046TU 80R24PA,,Intel Iris Xe Graphics,,256GB M.2 NVMe PCIe 2280,1 x M.2 NVMe,M.2 NVMe,"14.0 inch FHD (1920 x 1080), IPS, edge-to-edge glass, micro-edge, 250 nits, 45% NTSC cảm ứng (có bút)",,"1 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x USB Type-A 5Gbps signaling rate
1 x HDMI 2.1
1 x headphone/microphone combo",720p HD camera,Vân tay,Windows 11 Home SL,"3 cell 43 Wh , Pin liền",32.2 x 21 x 1.99 cm,1.51 kg,Bạc,"Intel Core i3-1315U (upto 4.50 GHz, 10MB)",8Gb (Onboard) DDR4 3200MHz,,,,,,,,,,Bluetooth 5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WiFi 802.11ax (Wifi 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/a,,,,,,,,,,,,,,,,
Laptop HP Pavilion 15-eg3033TX 8U6L6PA Vàng,19.590.000đ,Máy tính xách tay,HP,Pavilion 15-eg3033TX 8U6L6PA,,NVIDIA GeForce MX550 2GB GDDR6,,,,,"15.6 inch FHD (1920 x 1080) IPS, micro-edge, BrightView, 250 nits, 45% NTSC","WiFi 802.11ax (Wi-Fi 6), Bluetooth 5.2","1 x SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge);
2 x SuperSpeed USB Type-A 5Gbps signaling rate;
1 x HDMI 2.1;
1 x AC smart pin;
1 x headphone/microphone combo",HP Wide Vision 720p HD,,Windows 11 Home,"3-cell, 41 Wh Li-ion",36.02cm x 23.4cm x 1.79cm (W x D x H),1.74 kg,,"Intel® Core i5-1335U (1.30GHz up to 4.60GHz, 12MB Cache)",16GB DDR4 3200MHz (2x8GB),,,,,,,,,,,,,,,,,,,,,,512GB PCIe® NVMe™ M.2 SSD,,2 Loa,Bạc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,không,,,,,,,,,,,,,,,
Laptop HP Elitebook 630 G10 9J0B3PT Bạc,20.990.000đ,Máy tính xách tay,Hp,Elitebook 630 G10 9J0B3PT,,Intel® UHD Graphics,,512 GB PCIe NVMe SSD,,,"13.3 inch  diagonal, FHD (1920 x 1080), IPS, narrow bezel, Anti-glare, 250 nits, 45% NTSC",Intel® Wi-Fi 6E AX211 (2x2) and Bluetooth® 5.3,"2 x USB 3.2  Type-A 5Gbps
1 x Thunderbolt 4 with USB4 Type-C 40Gbps
1 x RJ-45
1 x headphone/microphone combo
1 x HDMI 2.0
1 x AC power",720p HD camera,,,"3 cell 42 Wh , Pin liền","30,69 x 20,84 x 1,59 cm","1,22 kg",Bạc,"Intel Core i5-1335U upto 4.60GHz, 10 nhân 12 luồng 12MB",8GB DDR4-3200 MHz RAM,N/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkPad E14 Gen 5 21JK007XVN Xám,22.490.000đ,,,ThinkPad E14 Gen 5 21JK007XVN,,,,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,,,"14.0 inch WUXGA (1920x1200) IPS, 300nits, Anti-glare, 45% NTSC",,"1 x  USB 2.0
1 x USB 3.2 Gen 1 (Always On)
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x ThunderBolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x HDMI® 2.1, up to 4K/60Hz
1 x Ethernet (RJ-45)
1 x Headphone /  Jack Audio™ 3.5mm",FHD 1080p + IR Hybrid with Privacy Shutter,,,Integrated 47Wh,,,,"Intel® Core™ i7-1355U (1.70GHz up to 5.00GHz, 12MB Cache)",16GB Soldered DDR4 3200MHz (Up to 40GB),,,,,,,,,"Intel® Wi-Fi® 6 AX201, 11ax 2x",Bluetooth 5.1,,,,,,,,,,,,,,,,,Lenovo,,,,,,,,"1,43 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Iris® Xe Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP EliteBook 630 G10 873D5PA Bạc,14.890.000đ,Máy tính xách tay,HP,HP  EliteBook 630 G10 873D5PA,,Intel® UHD Graphics,,256 GB PCIe® NVMe™ SSD,,,"13.3"" diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,"2 x USB 3.2 ,
1 x Thunderbolt 4 ,
1 x SD card slot , Audio combo , LAN 1 Gb/s",,,Windows 11 Home,"3-cell, 42 Wh Li-ion",30.69 x 20.84 x 1.59,1.3kg,Bạc,"Intel® Core™ i3-1315U (up to 4.5 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads)",,N/a,,,,,,,,,Bluetooth®️ 5.3,,,,,,,,,,"8 GB DDR4-3200 MHz RAM (1 x 8 GB), 2 SODIMM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Wi-Fi 6E AX211 (2x2),2 loa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP ProBook 450 G10 873C9PA Bạc,18.990.000đ,Máy tính xách tay,HP,HP ProBook 450 G10  873C9PA,,Intel® UHD Graphics,,256GB PCIe NVMe,,,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,"2 x USB Type-A 5Gbps signaling rate (1 charging, 1 power);
2 x USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1);
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm",720p HD camera,,Windows 11 Home,3Cell 51Whrs,35.94 x 23.39 x 1.99 cm,1.79 kg,Bạc,"Intel Core i5-1335U (12MB, up to 4.60GHz)",,N/a,,,,,,,,,Bluetooth®️ 5.3,,,,,,,,,,8GB DDR4 3200MHz (1x8GB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Wi-Fi 6E AX211 (2x2),2 loa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP ProBook 450 G10 873C8PA Bạc,14.990.000đ,Máy tính xách tay,HP,HP ProBook 450 G10 873C8PA,,Vga Intel Iris Xe Graphics,,512 GB PCIe NVMe SSD,,,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power)
1 AC power
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm
1 RJ-45
2 USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1",720p HD camera,,Windows 11 Home,"3-cell, 42 Wh",35.94 x 23.39 x 1.99 cm,1.79 kg,Bạc,Intel® Core™ i3-1315U 1.2GHz up to 4.5GHz 10MB,,N/a,,,,,,,,,Bluetooth®️ 5.3,,,,,,,,,,"8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Wi-Fi 6E AX211 (2x2),2 loa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop HP ProBook 450 G10 873C2PA Bạc,14.490.000đ,Máy tính xách tay,HP,ProBook 450 G10 873C2PA,,Intel UHD Graphics,,256GB PCIe® NVMe™ SSD,,,"15.6 inch FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power)
1 AC power
1 HDMI 2.1
1 stereo headphone/Jack Audio™ 3.5mm
1 RJ-45
2 USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1",720p HD camera,,Windows 11 Home,"3-cell, 42 Wh",35.94 x 23.39 x 1.99 cm,1.79 kg,Bạc,Intel® Core™ i3-1315U 1.2GHz up to 4.5GHz 10MB,,N/a,,,,,,,,,Bluetooth®️ 5.3,,,,,,,,,,"8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intel® Wi-Fi 6E AX211 (2x2),2 loa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo ThinkBook 16 G6 IRL 21KH00C0VN Xám,17.990.000đ,Máy tính xách tay,Lenovo,ThinkBook 16 G6 IRL 21KH00C0VN,"Intel® Core™ i5-13500H (2.6GHz up to 4.70GHz, 18MB Cache)",Intel® Iris® Xe Graphics,"16GB DDR5 5200MHz SO-DIMM (Two DDR5 SO-DIMM slots, up to 64GB)",512GB SSD M.2 2280 PCIe® 4.0x4 NVMe®,,,"16 inch WUXGA (1920x1200) IPS 300nits Anti-glare, 100% sRGB","Wi-Fi® 6E, 11ax 2x2 , Bluetooth 5.1","1 x Ethernet (RJ-45)
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1 x USB 3.2 Gen 1
1 x USB 3.2 Gen 1 (Always On)
1 x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)",FHD 1080p with Privacy Shutter,Vân tay,Win 11 Home,71WHrs,,1.7 kg,,,,,Xám,,,,,,,,,,,,,,357 x 253 x 17.5 mm,,,,,,,,"High Definition (HD) Audio, Realtek® ALC3287 codec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo Gaming Legion Slim 5 16IRH8 82YA00BSVN Xám,32.890.000đ,Máy tính xách tay,Lenovo,Legion 5 16IRH8 82YA00BSVN,,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 100W",,512GB SSD M.2 2280 PCIe 4.0x4 NVMe (Còn trống 1 khe M2 2280 PCIe 4.0 x4),,,"16"" WQXGA (2560x1600) IPS 300nits Anti-glare, 100% sRGB, 165Hz, G-SYNC®, Low Blue Light","Wi-Fi® 6E, 11ax 2x2 , bluetooth 5.1","1x Power connector
1x Card reader
1x Ethernet (RJ-45)
1x HDMI® 2.1, up to 8K/30Hz
1x Headphone / Jack Audio™ 3.5mm 
1x Power connector
1x USB 3.2 Gen 2
1x USB 3.2 Gen 2 (Always On)
1x USB-C® 3.2 Gen 2 (support data transfer and DisplayPort™ 1.4)
1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)",FHD 1080p with E-shutter,,Windows 11 Home,80Wh,359.7 x 260.3 x 19.9-21.9mm,2.4 kg,xám,"Intel® Core™ i5-13500H, 12 Cores (4P + 8E) / 16 Threads, P-core 2.6 / 4.7GHz, E-core 1.9 / 3.5GHz, 18MB","2 x 8GB DDR5 5200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High Definition (HD) Audio
Realtek ALC3287 codec
Loa âm thanh nổi, 2W x2
Nahimic Gaming Audio",,,,,,,,,,,,,,4-Zone RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Latitude 5440 L54401335U16512G,24.790.000đ,,,Latitude 5440 L54401335U16512G,,,,,,,"14.0 inch FHD (1920x1080) Non-Touch, AG, IPS, 250 nits",,"2 Thunderbolt™ 4 ports with DisplayPort™ Alt Mode/USB Type-C/USB4/Power Delivery
1 USB 3.2 Gen 1 port with PowerShare
1 USB 3.2 Gen 1 port
1 HDMI 2.0 port
1 Universal audio port
1 RJ45 Ethernet port",,,NoOS,,,,,,,,,,,,,,,,Bluetooth,,,,"Intel® Wi-Fi 6E AX211, 2x2, 802.11ax",,19.1 mm x 321.4 mm x 212 mm,,,,,,,,,,,Dell,"Intel Core i5-1335U (upto 4.60 GHz, 12MB)",16GB DDR4,"512GB M.2, PCIe NVMe SSD",Intel Iris Xe Graphics,,,3 cell 54Wh,1.36 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Gaming Lenovo LOQ 15IRX9 83DV00D5VN Xám,29.200.000đ,Máy tính xách tay,Lenovo,Laptop Lenovo LOQ 15IRX9 83DV00D5VN,,"NVIDIA® GeForce RTX™ 4050 6GB GDDR6, Boost Clock 2370MHz, TGP 105W",,512GB SSD M.2 2242 PCIe 4.0x4 NVMe (2 Slots: M2 2242 PCIe 4.0 x4 Slot/ M.2 2280 PCIe 4.0 x4 Slot),,,"15.6"" FHD (1920x1080) IPS 300nits Anti-glare, 100% sRGB, 144Hz, G-SYNC®","Wi-Fi 6 11ax, 2x2 + BT5.1","3x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with PD 140W and DisplayPort™ 1.4
1x HDMI® 2.1, up to 8K/60Hz
1x Headphone / microphone combo jack (3.5mm)
1x Ethernet (RJ-45)
1x Power connector",FHD 1080p with E-shutter,,Windows 11 Home,60Wh (4 Cell),359.6 x 264.8 x 22.1-25.2 mm,2.4 kg,Xám,"Intel® Core™ i7-13650HX, 14C (6P + 8E) / 20T, P-core 2.6 / 4.9GHz, E-core 1.9 / 3.6GHz, 24MB","16GB (1x16GB) DDR5-4800 SO-DIMM (Còn trống 1 khe, tối đa 32GB)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo IdeaPad Slim 5 16IMH9 83DC001RVN Xám,21.590.000đ,,,IdeaPad Slim 5 16IMH9 83DC001RVN,,,,,,,"16.0 inch 2K (2048x1280) OLED 400nits Glossy, 100% DCI-P3, 120Hz, DisplayHDR™ True Black 500",,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
2 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.4
1 x HDMI® 1.4b
1 x Headphone / microphone combo jack (3.5mm)","FHD 1080p + IR with Privacy Shutter, ToF Sensor",,"Windows® 11 Home Single Language, English",,,,,,,,,,,,,,,,,,,,,,356 x 251 x 16.9 mm,,,,,,,,,,,Lenovo,"Intel® Core™ Ultra 5 125H (1.20GHz up to 4.50GHz, 18MB Cache)",16GB Soldered LPDDR5x-7467MHz,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe,Intel® Arc™ Graphics,"Wi-Fi® 6E, 11ax 2x2",Bluetooth 5.2,57Wh,1.82 kg,,,,,,,,,,,,,,,,,,,,,1 x microSD Card Reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Lenovo Ideapad 3 15IAU7 82RK015AVN Xám,12.490.000đ,Máy tính xách tay,Lenovo,Ideapad 3 15IAU7 82RK015AVN,"Intel core i3-1215U (6 nhân / 8 luồng, up to 4.4 GHz, 10MB cache)",Intel UHD Graphics,"16GB DDR4-3200 2 khe (8GB Onboard + 8GB SO-DIMM DDR4-3200, tối đa 16GB)",512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Nâng cấp tối đa 1TB),,,15.6 inches Tấm nền IPS 300nits 1920 x 1080 pixels (FullHD),11ac 2x2 + Bluetooth® 5.1,"1x USB 2.0
1x USB 3.2 Gen 1
1x USB-C
1x HDMI
1x Jack cắm tai nghe
1x Đầu đọc thẻ
1x Đầu nối nguồn",HD 720p with Privacy Shutter,,Windows 11 Home,45Wh,,1.63 kg,,,,,Xám,,,,,,,,,,,,,,359.2 x 236.5 x 19.9 mm,,,,,,,,"Loa âm thanh nổi
1.5W x2
Dolby Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laptop Dell Inspiron 3530 N3530-i5U085W11SLU Bạc,15.890.000đ,Máy tính xách tay,Dell,Dell Inspiron 3530 N3530-i5U085W11BLU,,Intel Iris Xe Graphics,,512GB M.2 PCIe NVMe SSD,,,"15.6"" FHD (1920 x 1080) 120Hz 250 nits WVA Anti-Glare LED Backlit Narrow Border Display",Wi-Fi 6 (WiFi 802.11ax) và Bluetooth 5.2,"1 x USB 3.2 Gen1 Type-A
1 x USB 3.2 Type-C
1 x USB 2.0
1 x  HDMI 1.4 port
Jack cắm 3.5mm","720p at 30 fps HD camera, single-integrated microphone",,Windows 11 Home,3 Cell 41Whr,358.5 x 235.56 x 16.96~18.99 mm,1.65 kg,,"Intel Core i5-1335U (12MB Cache, Turbo Boost 4.6GHz)",,,Bạc,,,,,,,,,,,,,,,,,,8GB (1x8GB) DDR4 ( 2 khe),,,,,,,,,,,,,,,,,,WiFi 802.11a/b/g/ Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Loa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
